epoch,acc,loss,lr,val_acc,val_loss
0,0.74875,5.660522832870483,0.001,0.4050955418188861,6.169511315777044
1,0.8596491229564026,4.443849919732651,0.001,0.8866242042013035,3.9835774388282923
2,0.8972431073212683,3.503707032454641,0.001,0.5770700642637386,4.077489336584784
3,0.8922305765904879,2.881134347509322,0.001,0.7477707012823432,3.225845195381505
4,0.90875,2.3827833414077757,0.001,0.23694267542498887,14.192862260417574
5,0.9373433583959899,1.9466922456459295,0.001,0.2535031849031995,10.241328032912723
6,0.9147869674185464,1.7482511232371318,0.001,0.6522292990593394,2.854324371040247
7,0.9586466162425832,1.4646959038904137,0.001,0.24230769265156527,13.238440223840566
8,0.92875,1.4047912764549255,0.001,0.76050955376048,2.271776735099258
9,0.9736842106757009,1.1444502558026994,0.001,0.5961783439490446,5.246725187787584
10,0.9536340853624177,1.0578676990996627,0.001,0.8662420389758554,1.5093702607853396
11,0.931077694384974,1.0576850358107335,0.001,0.2458598729151829,10.470480603625061
12,0.98,0.8668239045143128,0.001,0.7452229305437416,2.1721394796280347
13,0.9649122807017544,0.8538830864399597,0.001,0.8114649682287958,1.4680548730169891
14,0.951127819100717,0.8016285321168732,0.001,0.8993630580082062,0.9908420631080676
15,0.9223057645604127,0.8959416457286156,0.001,0.3884615391492844,9.11502518164806
16,0.94625,0.7861816024780274,0.001,0.889171974826011,0.8794627160023731
17,0.9197994987468672,0.8083359100167316,0.001,0.7414012746066804,2.0302017763162117
18,0.9598997493734336,0.6940803986444211,0.001,0.8636942676677826,1.1058650480713814
19,0.9699248121794602,0.5981598220074684,0.001,0.24331210221454597,11.801484881844491
20,0.95875,0.6058448559045791,0.001,0.9171974525330173,0.7206747289675816
21,0.9649122807017544,0.5846707039608394,0.001,0.9414012742649978,0.6105931136258849
22,0.9523809519327971,0.5845828450712046,0.001,0.5159235674864168,3.2768308800496873
23,0.9536340852130326,0.6182841080471986,0.001,0.6782051287782498,3.736962334314982
24,0.9625,0.5227742701768875,0.001,0.6853503183194786,2.2616704957500384
25,0.9824561403508771,0.4588971368053503,0.001,0.7324840771164863,1.4488467880495035
26,0.9473684210526315,0.5356752230858145,0.001,0.4929936311806843,2.7990987720003555
27,0.993734335839599,0.4074734114764029,0.0003162278,0.495541401919286,1.9157175905385595
28,0.98375,0.414740589261055,0.0003162278,0.8496815289661384,0.7719486300353032
29,0.9862155388471178,0.41562694385834503,0.0003162278,0.7617834399460227,1.2214732798801107
30,0.9912280701754386,0.39591853234702185,0.0003162278,0.9490445863669086,0.48938817951329955
31,0.993734335839599,0.3762916947217812,0.0003162278,0.9717948724826176,0.40725172154414346
32,0.9874686712310428,0.3756223188008282,0.0003162278,0.9528662420382166,0.48232469824469015
33,0.995,0.3635591697692871,0.0003162278,0.9464968156662716,0.46941595138258235
34,0.9949874686716792,0.35268612090208773,0.0003162278,0.9388535039440082,0.49362471403589675
35,0.9912280701754386,0.35275462919608097,0.0003162278,0.9273885357152125,0.5124569827583945
36,0.9974937343358395,0.3400914578658895,0.0003162278,0.996178344328692,0.3338382652231083
37,0.9925,0.3392223805189133,0.0003162278,0.9222929939342912,0.5444341815580988
38,0.9987468671679198,0.3256929764024596,0.0003162278,0.975796178343949,0.3759720420381825
39,0.9887218045112782,0.3398786249166742,0.0003162278,0.8115384610799643,1.310815971554854
40,0.9899749368952032,0.34231225261114595,0.0003162278,0.9719745230522885,0.3875486031079748
41,0.99125,0.3294228732585907,0.0003162278,0.7961783441768331,0.9242449785114094
42,0.993734335839599,0.31907481784211067,0.000100000005,0.8777070070527921,0.7008688925937483
43,0.9974937343358395,0.306408131854576,0.000100000005,0.9859872611464968,0.3249786987805822
