epoch,acc,loss,lr,val_acc,val_loss
0,0.6225,2.1775438141822816,0.001,0.24810126597368265,7.921742152564133
1,0.7775,1.8136332511901856,0.001,0.6025641027933512,2.63985480314646
2,0.8743718592964824,1.5941598379432256,0.001,0.5291139241260818,2.2324525555477868
3,0.8275,1.490190954208374,0.001,0.3769230769994931,3.0193389889521476
4,0.8475,1.411109175682068,0.001,0.7645569621762143,1.6917117496080036
5,0.8894472361809045,1.240322425736854,0.001,0.6692307695364341,2.5147275288899738
6,0.915,1.1707699513435363,0.001,0.8126582278481013,1.853751921351952
7,0.8944723615095244,1.1916469826770189,0.001,0.9256410256410257,1.0395433404506782
8,0.94,1.0290872430801392,0.001,0.8948717950246273,1.0659288174066788
9,0.9,1.020891536474228,0.001,0.9518987341772152,0.8799671719345865
10,0.9447236180904522,0.921924822893574,0.001,0.4230769233825879,4.693488536736904
11,0.945,0.870643208026886,0.001,0.9367088607594937,0.8450408079956151
12,0.9225,0.8468026852607727,0.001,0.6897435900492546,2.493038598085061
13,0.9396984924623115,0.800342819499011,0.001,0.8000000001508978,1.389745848691916
14,0.9675,0.7097922706604004,0.001,0.7128205129733453,1.1177589384409097
15,0.9447236177909314,0.7574627842735405,0.001,0.958974358974359,0.7914330895130451
16,0.9675,0.6570147836208343,0.001,0.8936708862268472,0.987593023082878
17,0.9675,0.6424186325073242,0.001,0.7102564104092427,1.689296319698676
18,0.9773869346733668,0.6037801818632001,0.001,0.7291139240506329,0.9138854188255117
19,0.9275,0.7175839984416962,0.001,0.8282051282051283,0.9587284115644602
20,0.9425,0.6200332015752792,0.001,0.501265822860259,3.644121144693109
21,0.977386934373846,0.5441866558999872,0.0003162278,0.9333333334861658,0.6242215514183045
22,0.98,0.5210463035106659,0.0003162278,0.9898734177215189,0.4979601479783843
23,0.9849246231155779,0.5107881163232889,0.0003162278,0.8666666666666667,0.7927522055613689
24,0.995,0.4883935624361038,0.0003162278,0.9666666666666667,0.5522486518590878
25,0.97,0.5400801157951355,0.0003162278,0.5924050633665882,1.7760291470757013
26,0.9899497487437185,0.4732143583908752,0.0003162278,0.9307692307692308,0.6025074943518027
27,0.99,0.46950585961341856,0.0003162278,0.9721518987341772,0.5358839661260194
28,0.9825,0.4754058885574341,0.000100000005,0.9794871794871794,0.49776317247977625
29,0.9899497487437185,0.45248438904632876,0.000100000005,0.9746835443037974,0.5012581893914863
30,0.99,0.4574433094263077,0.000100000005,0.9923076923076923,0.4659005206364852
31,0.9899497487437185,0.45376314484893376,0.000100000005,0.9897435897435898,0.45416429531879915
32,0.985,0.47242540001869204,0.000100000005,0.9898734177215189,0.4705510166626942
33,0.9975,0.4516623693704605,0.000100000005,0.9794871794871794,0.48729276481347206
34,0.9949748743718593,0.44381954487244685,0.000100000005,0.9924050632911392,0.44047492923615855
35,0.9775,0.46197610259056093,0.000100000005,0.9923076923076923,0.43900805497780826
36,0.9949748743718593,0.4310201813827208,0.000100000005,0.9924050632911392,0.4385793290560759
37,0.9925,0.4391007500886917,0.000100000005,0.9923076923076923,0.431824915149273
38,0.995,0.43010649979114535,0.000100000005,0.9924050632911392,0.42687711466716816
39,0.9974874371859297,0.41774304188675615,0.000100000005,0.9923076923076923,0.42596096404087846
40,0.995,0.4252153146266937,0.000100000005,0.9923076923076923,0.4280358590376683
41,1.0,0.41868497610092165,0.000100000005,0.9822784810126582,0.43536074214343784
42,0.9974874371859297,0.41715349848545974,0.000100000005,0.9948717948717949,0.4212254567024035
43,0.9975,0.410834065079689,0.000100000005,0.9974683544303797,0.415689349627193
44,0.9949748743718593,0.4152343776357833,0.000100000005,0.9897435897435898,0.43455947133210987
45,0.9975,0.4066030424833298,0.000100000005,0.992405063442037,0.41679040736789946
46,0.99,0.4155211842060089,0.000100000005,0.9948717948717949,0.4024780482817919
47,0.9974874371859297,0.4037592830370419,0.000100000005,0.9897435897435898,0.42341794004807104
48,1.0,0.4019955635070801,0.000100000005,0.9898734177215189,0.41213818856432466
49,1.0,0.3955975008010864,0.000100000005,0.9923076923076923,0.41161744900238817
50,0.9974874368864088,0.4018194627522224,0.000100000005,0.9974683544303797,0.3904689251622067
51,1.0,0.39319660544395446,0.000100000005,0.9897435897435898,0.3997234132809517
52,0.9899497487437185,0.42492311758611667,0.000100000005,0.6303797468354431,1.6403950569750387
53,0.99,0.4277374905347824,0.000100000005,0.9948717948717949,0.3940486299685943
54,0.9975,0.39003630459308625,0.000100000005,0.9898734177215189,0.4017806510382061
55,0.992462311557789,0.39635305233936213,0.000100000005,0.9974358974358974,0.39234719146520664
56,1.0,0.3791090530157089,3.1622778e-05,0.9897435897435898,0.39175226917633643
57,0.9975,0.3842141735553741,3.1622778e-05,0.9822784810126582,0.39491168886800354
58,0.9949748743718593,0.38644303958020615,3.1622778e-05,0.9923076923076923,0.38599360608137573
59,0.995,0.3803757303953171,3.1622778e-05,0.9873417721518988,0.3957343253153789
60,0.9974874371859297,0.3832870781721182,3.1622778e-05,0.9846153846153847,0.4167888149237021
61,0.995,0.38006883502006533,3.1622778e-05,0.9949367088607595,0.38472857920429376
62,0.995,0.4005275481939316,3.1622778e-05,0.9897435897435898,0.3903398625361614
63,1.0,0.37635350751517405,3.1622778e-05,0.9948717948717949,0.37938815217751726
64,1.0,0.3731097543239594,3.1622778e-05,0.9924050632911392,0.38015726593476307
65,0.9974874371859297,0.37581462311984304,3.1622778e-05,0.9923076923076923,0.37732646365960437
